text,label
Breakingviews - Fed's ultra-loose efforts will cast long shadow https://t.co/nktomiS4jW https://t.co/A5r5dgKIhX,0
European banks slash $280bn from main US businesses https://t.co/Gwahc0Sc0F,0
Europe's banks were only halfway through cleaning up more than $1 trillion of loans that turned sour in the last cr… https://t.co/a5XeRxCEVl,0
"Eurozone banks' returns were already hurting before COVID-19, ECB says https://t.co/hDvBAwFDeG",0
Fed Liquidity Drain Spoils Virus-Surge-Inspired Stock Buying-Panic | Zero Hedge https://t.co/wnLxXP4sHu,0
Fed policymakers working to limit damage as pandemic puts U.S. economy on pause https://t.co/QwCihVGWly https://t.co/ZRbeFgfAdo,0
Fed Report : Small-Business Sector Highly Vulnerable to Coronavirus Crisis--Update #FedReport #economy… https://t.co/AjGZqiRl5b,0
Fed's Bullard: China to 'slow noticeably' in first quarter due to virus https://t.co/i1jKKq9kNi https://t.co/4Ug71D7IN6,0
"Former Fed chief Bernanke sees bad year, no quick recovery #economy #MarketScreener https://t.co/YaN7qVv5aq https://t.co/zn3oEbjuL7",0
"Janet Yellen says a V-shaped economic recovery ""is possible,' but she is ""worried that the outcome will be worse"" https://t.co/11FIumVTXC",0
"Lagarde Says ECB's Options Limited by Low Rates, Low Inflation",0
New #IMFBlog shows that long-lasting credit booms that featured rapid construction growth never ended well.… https://t.co/gMBiUS6z7J,0
Overall Fed Temporary Liquidity Continues to Shrink #economy #MarketScreener https://t.co/UjqUoGk3L9 https://t.co/OVGpDhlZOb,0
Schweizerische Nationalbank : Switzerland Loses Grip on World's Lowest Borrowing Costs -- ...… https://t.co/fuN3T0obd5,0
"Thailand has a limited space to deliver a “strong dose” of monetary policy, central bank governor says as he cautio… https://t.co/WR3CYfD3hy",0
The Federal Reserve's rescue of the overnight lending market appears to be having an unintended side effect: it's j… https://t.co/8Ko2fxHj7W,0
UAE stimulus to help bank liquidity but may increase problem loans - Moody's #economy #MarketScreener… https://t.co/8rGhax4y8C,0
UPDATE 2-China cbank warns high financial risks amid rising economic headwinds,0
"Yellen Blames ""Enormous Debt And Buybacks"" For Coming Default Wave; Morgan Stanley Says It's All The Fed's Fault  https://t.co/Ed0jVBpmhZ",0
"Fed Chair Powell: 'no reason' rising wages, job gains can't continue https://t.co/cCUifiy1YG https://t.co/pjXZLMl9Jf",1
"Federal Reserve Chairman Jerome Powell said the U.S. economy is 'resilient,' even as he cited the potential threat… https://t.co/jdypDu2LhY",1
Fed's 'bazooka' soothes dollar funding squeeze https://t.co/ZHKV5YcU5L https://t.co/gB2rZSnrcF,1
Fed's Daly says U.S. economy well placed to weather storms https://t.co/46F3sPCsXW https://t.co/Hn3cXkJQhp,1
Fed's Daly says US job market still has room to run https://t.co/nQOWWsXkh7,1
Fed's Kaplan: Inflation Will Be Muted For Some Time (Radio),1
Fed's Mary Daly says current interest rates put economy 'in a good place to weather the storms',1
"Fed's Mester, upbeat on outlook, say central bank can watch and wait on interest rates",1
Fed's Rosengren says he is 'optimistic' on economy,1
Fed's Rosengren says U.S. unlikely to have economic downturn in 2020,1
World Bank's Malpass upbeat on prospects for progress on debt relief #economy #MarketScreener… https://t.co/tILUoEQkYC,1
"Commercial and industrial loans at all commercial banks fall to $2.345 trillion, down $7 billion from a week earlie… https://t.co/IO6JFnTMWX",2
ECB bought record debt volumes last week in crisis fight #economy #MarketScreener https://t.co/08TD4PqNna https://t.co/5ct4SutY3Q,2
Fed Chairman Jerome Powell says central bank 'watching carefully' as firms brace for wave of missed mortgage paymen… https://t.co/mBzYyHmCrW,2
Italy's top bank unveils new lending measures as firms battle cash crunch https://t.co/ioNcxm5GzF https://t.co/7PFLksQXJP,2
"The Fed may lower the rate on its support facility for money market funds, strategists say https://t.co/FrLrivydji",2
$ECONX: Federal Reserve will establish facility to facilitate lending to small businesses via the Small Business... https://t.co/OCCUO9DX7c,2
$XLF $FAS $FAZ - Fed revives TALF to bolster ABS market https://t.co/0rRXf0aqLC,2
$XLF $FAS $FAZ - The Fed to establish term financing for small business loans https://t.co/4nTXbSxrHN,2
.@WorldBank Group asks #G20 leaders to suspend debt repayments from poorest countries. This will help focus critica… https://t.co/VMcZWh4sop,2
Asset Allocation Committee Outlook 2Q2020 | Contagion. https://t.co/3SLpGWc3KL #economy #markets #investing,2
"Australia central bank pumps liquidity, proposes bond buys to ease financial conditions https://t.co/JkbAPjX6Yv https://t.co/GFYiDHmP2U",2
"Australia plans an additional A$66 billion ($38.2 billion) in stimulus for the coronavirus-stricken economy, includ… https://t.co/7O2gkIusAO",2
Bank of Israel expands its crisis QE with $13.6 billion in bond buying https://t.co/xEMWn1vjAO,2
Brazil's central bank stepped in to prop up the currency https://t.co/yQBoa6mTqi,2
Central Bank actions will contribute to easing the economic impact of the pandemic - Governor Gabriel… https://t.co/UhzEj1icQ3,2
ECB makes it easier for banks to tap credit amid coronavirus crisis https://t.co/aUORNC7SON https://t.co/rrzy3Yv56J,2
"eib: #MustRead➡️EIB Bank Lending #Survey for #CESEE shows optimistic opinion of the region, positive profitability… https://t.co/jtZoHHCmeB",2
"Fed, saying aggressive action is needed, starts unlimited QE https://t.co/pbo30sSQ9Z",2
Fed's Quarles says 2-3 weeks away from getting loans to mid-sized U.S. businesses through its newly created Main St… https://t.co/3R4DyktUJ0,2
"Fed's Quarles: ""Main Street"" loans like two to three weeks off as details finalized https://t.co/pUobuzSFBj https://t.co/ZTGR5dNCBo",2
Governments and central banks globally have pledged a dizzying $3 trillion-and counting. But companies are struggli… https://t.co/YrbmCS9ZX9,2
"IMF encouraged by recovery in China, but pandemic could resurge https://t.co/UCjDmDNwoP https://t.co/Rua86ZJmMO",2
Instant View: Fed launches unprecedented range of credit support https://t.co/3WQX0rnURD https://t.co/YAnONEz11p,2
Italy announces guarantees for bank loans worth over 400 billion euros https://t.co/xmvuhapL8v https://t.co/lOpNKjwNeJ,2
Mexico cuts its key rate for a 5th time amid economic stagnation https://t.co/HqpKAGRDt7 https://t.co/Jx7BHGv88y,2
"Powell Admits ""Low Rates Are Not A Choice Any More"", Says QE Will Be Used In Next Downturn | #FreeZeroHedge https://t.co/RFVxk9uMth",2
Powell: Fed will use 'QE' aggressively to fight next recession https://t.co/me3x7SJac6,2
SNB's sight deposit holdings rise by second-highest level in 12 months https://t.co/aUsTEz08h3 https://t.co/rMaW0F4suE,2
The Fed moved to bolster a new small-business lending program by allowing banks to turn those loans over to the U.S… https://t.co/Y2piO9HcrP,2
The Fed's foray into corporate bonds and certain credit ETFs helping restore order between the two markets https://t.co/lkJuQCQEKV,2
The U.K. is tapping fintechs and the Queen's Bank for its emergency lending program https://t.co/sJJTyjCVMa,2
FOMC dot plot indicates a long pause https://t.co/F6wezJ7rlP,2
"""It's not really time yet to stimulate spending,"" former Fed Chair Ben Bernanke said today, adding that it will ""ha… https://t.co/iYSEFhCzGY",2
